CİNSİ	STOK İSMİ	STOK KODU
İlk madde ve malzeme	KANAT.SİYAH NOKTA.9658	150.05.TEF.9658
İlk madde ve malzeme	KANAT.BEYAZ NOKTA.9681	150.05.TEF.9681
İlk madde ve malzeme	KANAT BOYA 9685 SİYAH	150.05.TEF.9685
İlk madde ve malzeme	PPG - WHİTFORD XYLAN 9713 ÜST KAT MAVİ	150.05.TEF.9713
İlk madde ve malzeme	KANAT BOYA 9791 ÜST KAT GÜMÜŞ	150.05.TEF.9791
İlk madde ve malzeme	KANAT.BEYAZ NOKTA.9799	150.05.TEF.9799
İlk madde ve malzeme	KANAT. ÜST KAT- 9850	150.05.TEF.9850
İlk madde ve malzeme	KANAT. SİYAH ORTA KAT - 9862	150.05.TEF.9862
İlk madde ve malzeme	PPG - WHİTFORD XYLAN 9895	150.05.TEF.9895
İlk madde ve malzeme	PPG - WHİTFORD  9954 ÜST KAT FİLDİŞİ	150.05.TEF.9954
İlk madde ve malzeme	PPG - WHİTFORD PEMBE ÜST KAT. 9965	150.05.TEF.9965
İlk madde ve malzeme	KANAT  9954 METALİK ÜST KAT	150.05.TEF.KANAT.9954
İlk madde ve malzeme	PPG - WHİTFORD 0209 2KAT SİYAH ÜST	150.05.TEF.V0209
İlk madde ve malzeme	PPG - 73 - 753/V12002  SON KAT.	150.05.TEF.V12002
İlk madde ve malzeme	PPG - QUANTANIUM 7242/V1966Z NERO METALLIZATO	150.05.TEF.V1966Z
İlk madde ve malzeme	PPG - QUANTANIUM 7343/V2175Z CLEAR MATALLIC TOP COAT	150.05.TEF.V2175Z
İlk madde ve malzeme	PPG - QUANTANIUM 7333/V37001Z BROWN & RED TOP COAT	150.05.TEF.V37001Z
İlk madde ve malzeme	PPG - QUANTANIUM 7333/V3794Z NAVY BLUE TOP COAT	150.05.TEF.V3794Z
İlk madde ve malzeme	ETERNA V3902 DARK GREY	150.05.TEF.V3902
İlk madde ve malzeme	PPG - QUANTANIUM 7343/V4546Z BRONZE TOP COAT	150.05.TEF.V4546Z
İlk madde ve malzeme	PPG - QUANTANIUM 7343/V4577Z LIGHT GREY TOP COAT	150.05.TEF.V4577Z
İlk madde ve malzeme	PPG - QUANTANIUM 7335/V4813Z  GOLDEN BRONZ	150.05.TEF.V4813Z
İlk madde ve malzeme	PPG - QUANTANIUM 7343/V5967Z BURNISHED BRASS	150.05.TEF.V5967Z
İlk madde ve malzeme	PPG - WHİTFORD 7071 MAVİ	150.05.TEF.V7071
İlk madde ve malzeme	PPG - QUANTANIUM 7333/V7493Z BROWN TOP COAT	150.05.TEF.V7493Z
İlk madde ve malzeme	PPG - 72 - 310/V8627  SİYAH ORTA KAT.	150.05.TEF.V8627
İlk madde ve malzeme	NSC W2201-6177 ( KREM üst kat)	150.05.TEF.W2201-6177
İlk madde ve malzeme	PFLUON W8634-41213T BLUE TOP CAT (ÜST KAT)	150.05.TEF.W8634-41213T
İlk madde ve malzeme	KULP TENC. YARI BAKALİT 6MM-R20(HİKMET METAL) KIRMIZI	150.06.10233.R20.KRMZ
İlk madde ve malzeme	KULP TENC. YARI BAKALİT 6MM-LİLA.R20(HİKMET METAL)	150.06.10233.R20.LILA
İlk madde ve malzeme	KULP TENC. YARI BAKALİT 6MM-R22(HİKMET METAL). KIRMIZI	150.06.10233.R22.KRMZ
İlk madde ve malzeme	KULP TENC. YARI BAKALİT 6MM-LİLA.R22(HİKMET METAL)	150.06.10233.R22.LILA
İlk madde ve malzeme	KULP TENC. BAKALİT  LUNA 1068 BOYASIZ	150.06.1068
Ticari mal	KULP TENC. BAKALİT  LUNA 1068 AHŞAP	150.06.1068.AHSAP
İlk madde ve malzeme	KULP TENC. BAKALİT  LUNA 1068 BAZİK VİOLE(BORDO)	150.06.1068.BZK.VIOLE
İlk madde ve malzeme	KULP TENC. BAKALİT İREM LUNA 1068 ELMA ŞEKERİ	150.06.1068.ELM.S
İlk madde ve malzeme	KULP TENC. BAKALİT  LUNA 1068 FLZ(PORLAND) BAKIR	150.06.1068.FLZ.BAKIR
İlk madde ve malzeme	KULP TENC. BAKALİT  LUNA 1068 KORKMAZ PEMBE	150.06.1068.K.PMB
İlk madde ve malzeme	KULP TENC. BAKALİT  LUNA 1068 METALİK GOLD	150.06.1068.M.GLD
İlk madde ve malzeme	KULP TENC. BAKALİT  LUNA 1068 METALİK MOR	150.06.1068.M.MOR
İlk madde ve malzeme	KULP TENC. BAKALİT  LUNA 1068 PİANO SİYAH	150.06.1068.P.SYH
İlk madde ve malzeme	KULP TENC. BAKALİT  LUNA 1068 SOFTAÇ PROTON GRİ	150.06.1068.SOFT.P.GRI
İlk madde ve malzeme	KULP TENC. BAKALİT İNCİ 1108 BOYASIZ	150.06.1108
İlk madde ve malzeme	MERKÜR SAP	150.06.1108.ELM.S
İlk madde ve malzeme	KULP TENC. BAKALİT İNCİ 1108 KORKMAZ PEMBE	150.06.1108.K.PMB
İlk madde ve malzeme	KULP TENC. BAKALİT İNCİ 1108 METALİK GOLD	150.06.1108.M.GLD
İlk madde ve malzeme	KULP TENC. BAKALİT İNCİ 1108 METALİK MOR	150.06.1108.M.MOR
Ticari mal	MERKÜR METAL	150.06.1108.METAL
İlk madde ve malzeme	KULP TENC. BAKALİT  HERA 1110 BOYASIZ	150.06.1110
İlk madde ve malzeme	KULP TENC. BAKALİT HERA 1110 BAKIR(PORLAND)	150.06.1110.BKR
İlk madde ve malzeme	KULP TENC. BAKALİT İREM HERA 1110 ELMA ŞEKERİ	150.06.1110.ELM.S
İlk madde ve malzeme	KULP TENC. BAKALİT  HERA 1110 KORKMAZ PEMBE	150.06.1110.K.PMB
İlk madde ve malzeme	KULP TENC. BAKALİT  HERA 1110 METALİK GOLD	150.06.1110.M.GLD
İlk madde ve malzeme	KULP TENC. BAKALİT  HERA 1110 METALİK MOR	150.06.1110.M.MOR
İlk madde ve malzeme	KULP TENC. BAKALİT  HERA 1110 PİANO SİYAH	150.06.1110.P.SYH
İlk madde ve malzeme	KULP TENC. BAKALİT HERA 1110 SOFTAÇ BAZİK KIRMIZI	150.06.1110.SOFT.B.KRM
İlk madde ve malzeme	KULP TENC. BAKALİT  HERA 1110 SOFTAÇ NSC PEMBE	150.06.1110.SOFT.N.PMB
İlk madde ve malzeme	KULP TENC. BAKALİT HERA 1110 SOFTAÇ SÜTLÜ KAHVE	150.06.1110.SOFT.S.KAH
İlk madde ve malzeme	KULP TENC. BAKALİT  MERİDYEN 1124 BOYASIZ	150.06.1124
İlk madde ve malzeme	KULP TENC. BAKALİT İREM MERİDYEN 1124 ELMA ŞEKERİ	150.06.1124.ELM.S
İlk madde ve malzeme	KULP TENC. BAKALİT  MERİDYEN 1124 KORKMAZ PEMBE	150.06.1124.K.PMB
İlk madde ve malzeme	KULP TENC. BAKALİT  MERİDYEN 1124 METALİK GOLD	150.06.1124.M.GLD
İlk madde ve malzeme	KULP TENC. BAKALİT  MERİDYEN 1124 METALİK MOR	150.06.1124.M.MOR
İlk madde ve malzeme	KULP TENC. BAKALİT  MERİDYEN 1124 PİANO SİYAH	150.06.1124.P.SYH
İlk madde ve malzeme	KULP TENC. BAKALİT İNCİ HERA 1138 BOYASIZ	150.06.1138
İlk madde ve malzeme	KULP ÖBS-147 GOLD	150.06.1138.ELM.S
Ticari mal	KULP TENC. BAKALİT İNCİ HERA 1138 ELMA ŞEKERİ	150.06.1138.ELM.Ş
Ticari mal	KULP TENC. BAKALİT HERA İNSÖRT 1138	150.06.1138.I.ELM.S
İlk madde ve malzeme	KULP TENC. BAKALİT İNCİ HERA 1138 KORKMAZ PEMBE	150.06.1138.K.PMB
İlk madde ve malzeme	KULP TENC. BAKALİT İNCİ HERA 1138 METALİK GOLD	150.06.1138.M.GLD
İlk madde ve malzeme	KULP TENC. BAKALİT İNCİ HERA 1138 METALİK MOR	150.06.1138.M.MOR
İlk madde ve malzeme	KULP TENC. BAKALİT  MİMOZA 1145 BOYASIZ	150.06.1145
İlk madde ve malzeme	KULP TENC. BAKALİT İREM MİMOZA 1145 ELMA ŞEKERİ	150.06.1145.ELM.S
Ticari mal	KULP TENC. BAKALİT  MİMOZA 1145 ELMA ŞEKERİ	150.06.1145.ELM.Ş
İlk madde ve malzeme	KULP TENC. BAKALİT  MİMOZA 1145 KORKMAZ PEMBE	150.06.1145.K.PMB
İlk madde ve malzeme	KULP TENC. BAKALİT  MİMOZA 1145 METALİK GOLD	150.06.1145.M.GLD
İlk madde ve malzeme	KULP TENC. BAKALİT  MİMOZA 1145 METALİK MOR	150.06.1145.M.MOR
İlk madde ve malzeme	KULP TENC. BAKALİT  MİMOZA 1145 PİANO SİYAH	150.06.1145.P.SYH
İlk madde ve malzeme	KULP TENC. BAKALİT  HERA İNSÖRT 1153 BOYASIZ	150.06.1153
İlk madde ve malzeme	KULP TENC. BAKALİT HERA İNSÖRT 1153 BAZİK VİOLE(BORDO)	150.06.1153.BAZIK.VIOLE
İlk madde ve malzeme	KULP TENC.BAKALİT HERA İNSÖRT 1153 ELMA ŞEKERİ	150.06.1153.ELM.S
Ticari mal	KULP TENC. BAKALİT HERA İNSÖRT 1153 FÜME	150.06.1153.FUME
İlk madde ve malzeme	KULP TENC.BAKALİT HERA İNSÖRT 1153 YARI MAT İNCİ KIRMIZI	150.06.1153.INCI.KRMZ
İlk madde ve malzeme	KULP TENC.BAKALİT HERA İNSÖRT 1153 KORKMAZ PEMBE	150.06.1153.K.PMB
İlk madde ve malzeme	KULP TENC. BAKALİT  HERA İNSÖRT 1153 METALİK GOLD	150.06.1153.M.GLD
İlk madde ve malzeme	KULP TENC. BAKALİT HERA İNSÖRT 1153 METALİK MOR	150.06.1153.M.MOR
İlk madde ve malzeme	KULP TENC.BAKALİT HERA İNSÖRT 1153 NAR ÇİÇEĞİ	150.06.1153.NAR
İlk madde ve malzeme	KULP TENC. BAKALİT HERA İNSÖRT 1153 PİANO SİYAH	150.06.1153.P.SYH
İlk madde ve malzeme	KULP TENC. BAKALİT GÜLBAK.2055 BÜYÜK SOFTAÇ SİYAH	150.06.2055.01.SOFT.SYH
İlk madde ve malzeme	KULP TENC. BAKALİT GÜLBAK.2055 KÜÇÜK SOFTAÇ SİYAH	150.06.2055.02.SOFT.SYH
İlk madde ve malzeme	KULP ÇAYDANLIK BAKALİT.5022.BÜYÜK.BOYASIZ.	150.06.5022.BYK.BOYASIZ
İlk madde ve malzeme	KULP ÇAYDANLIK BAKALİT GÜLBAK.5022.SOFTAÇ BRONZ	150.06.5022.BYK.SOFT.BRNZ
İlk madde ve malzeme	KULP ÇAYD. BAKALİT GÜLBAK.5022.FLZ(PORLAND) BAKIR	150.06.5022.FLZ.BKR
İlk madde ve malzeme	KULP ÇAYD. BAKALİT GÜLBAK.5022. FISTIK YEŞİL	150.06.5022.FST.YESIL
İlk madde ve malzeme	KULP ÇAYD. BAKALİT GÜLBAK.5022. KİREMİT	150.06.5022.KIREMIT
İlk madde ve malzeme	KULP ÇAYD. BAKALİT GÜLBAK.5022.METALİK GOLD	150.06.5022.M.GOLD
İlk madde ve malzeme	KULP ÇAYD. BAKALİT GÜLBAK.5022.MENTOL YEŞİLİ	150.06.5022.MNT.YŞL
İlk madde ve malzeme	KULP ÇAYD. BAKALİT GÜLBAK.5022. SOFTAÇ MÜRDÜM	150.06.5022.MURDUM
İlk madde ve malzeme	KULP ÇAYD. BAKALİT GÜLBAK.5022.SOFTAÇ BAZİK KIRMIZ	150.06.5022.SOFT.B.KRM
İlk madde ve malzeme	KULP ÇAYD. BAKALİT GÜLBAK.5022.SOFTAÇ LACİVERT	150.06.5022.SOFT.LCV
İlk madde ve malzeme	KULP ÇAYD. BAKALİT SOFTAÇ MÜRDÜM	150.06.5022.SOFT.MURDUM
İlk madde ve malzeme	KULP ÇAYD. BAKALİT GÜLBAK.5022.SOFTAÇ NSC PEMBE	150.06.5022.SOFT.NSC.PMB
İlk madde ve malzeme	KULP ÇAYDANLIK BAKLİT GÜLBAK.5022.SOFTAÇ OMS VİOLE	150.06.5022.SOFT.OMS.VİO
İlk madde ve malzeme	KULP ÇAYD. BAKALİT GÜLBAK.5022.SOFTAÇ PROTON GRİ	150.06.5022.SOFT.P.GRİ
İlk madde ve malzeme	KULP ÇAYD. BAKALİT GÜLBAK.5022.SOFTAÇ SÜTLÜ KAHVE	150.06.5022.SOFT.SKAH
İlk madde ve malzeme	KULP ÇAYD. BAKALİT GÜLBAK.5022.SOFTAÇ SİYAH	150.06.5022.SOFT.SYH
İlk madde ve malzeme	KULP TENC. ÇELİK BAKALİT 6060	150.06.6060
İlk madde ve malzeme	KULP TENC. BAKALİT K151 SOFTAÇ SİYAH -  'ACAR PLUS'  LOGO	150.06.ACAR.K151.S.SIYAH
İlk madde ve malzeme	KULP TENC.AKS HOME	150.06.AKS.HOME
İlk madde ve malzeme	KULP TENCERE. İKİZ BAK. ANEMON  R:20  LİLA RENK	150.06.ANEMON.R:20.LILA
İlk madde ve malzeme	KULP TENCERE. İKİZ BAK.ANEMON  R:22  LİLA RENK	150.06.ANEMON.R:22.LILA
İlk madde ve malzeme	KULP TENCERE - LİDYA SERİSİ 4X18 PLANŞLI YAN KULP - RADÜS:16	150.06.ARM-YN0018-PS.16
İlk madde ve malzeme	KULP TENCERE - LİDYA SERİSİ 4X18 PLANŞLI YAN KULP - RADÜS:18	150.06.ARM-YN0018-PS.18
İlk madde ve malzeme	KULP TENCERE - LİDYA SERİSİ 4X18 PLANŞLI YAN KULP - RADÜS:20	150.06.ARM-YN0018-PS.20
İlk madde ve malzeme	KULP TENCERE - LİDYA SERİSİ 4X18 PLANŞLI YAN KULP - RADÜS:22	150.06.ARM-YN0018-PS.22
İlk madde ve malzeme	KULP TENCERE - LİDYA SERİSİ 4X18 PLANŞLI YAN KULP - RADÜS:24	150.06.ARM-YN0018-PS.24
İlk madde ve malzeme	KULP TENCERE - LİDYA SERİSİ 4X18 PLANŞLI YAN KULP - RADÜS:26	150.06.ARM-YN0018-PS.26
İlk madde ve malzeme	KULP TENC. ÇELİK BORU KULP 18. VM BAKALİT	150.06.B001.18
İlk madde ve malzeme	KULP TENC. ÇELİK BORU KULP 18 GOLD. VM BAKALİT	150.06.B001.18.GLD
İlk madde ve malzeme	KULP TENC. ÇELİK BORU KULP 20. VM BAKALİT	150.06.B001.20
İlk madde ve malzeme	KULP TENC. ÇELİK BORU KULP 20.GOLD.VM BAKALİT	150.06.B001.20.GLD
İlk madde ve malzeme	KULP TENC. ÇELİK BORU KULP 22. VM BAKALİT	150.06.B001.22
İlk madde ve malzeme	KULP TENC. ÇELİK BORU KULP 22 GOLD. VM BAKALİT	150.06.B001.22.GLD
İlk madde ve malzeme	KULP TENC. ÇELİK BORU KULP 24 . VM BAKALİT	150.06.B001.24
İlk madde ve malzeme	KULP TENC. ÇELİK BORU KULP 24.GOLD. VM BAKALİT	150.06.B001.24.GLD
İlk madde ve malzeme	KULP TENC. ÇELİK BORU KULP 26. VM BAKALİT	150.06.B001.26
İlk madde ve malzeme	KULP TENC. ÇELİK BORU KULP 26.GOLD. VM BAKALİT	150.06.B001.26.GLD
İlk madde ve malzeme	KULP TENC. ÇELİK BORU KULP 28. VM BAKALİT	150.06.B001.28
İlk madde ve malzeme	KULP TENC. ÇELİK BORU KULP 28 GOLD.VM BAKALİT	150.06.B001.28.GLD
İlk madde ve malzeme	KULP TENC. ÇELİK BORU KULP R16. HİKMET METAL	150.06.BORU.16
İlk madde ve malzeme	KULP TENC. ÇELİK BORU KULP R20. HİKMET METAL	150.06.BORU.20
İlk madde ve malzeme	KULP TENC. ÇELİK BORU KULP R22. HİKMET METAL	150.06.BORU.22
İlk madde ve malzeme	KULP TENC. ÇELİK BORU KULP  R24. HİKMET METAL	150.06.BORU.24
İlk madde ve malzeme	KULP TENC. ÇELİK BORU KULP  R28. HİKMET METAL	150.06.BORU.28
İlk madde ve malzeme	KULP TENC. ÇELİK BORU KULP  R32. HİKMET METAL	150.06.BORU.32
İlk madde ve malzeme	KULP TENC. BAKALİT K151 AHŞAP  -  BERNARDO  LOGO	150.06.BRN.K151.AHŞAP
İlk madde ve malzeme	KULP TENC. BAKALİT K151 SOFTAÇ SİYAH -  BERNARDO  LOGO	150.06.BRN.K151.S.SIYAH
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C003	150.06.C003
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C004	150.06.C004
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C004	150.06.C004.7.R12
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C004	150.06.C004.7.R14
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C005	150.06.C005
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C006	150.06.C006
İlk madde ve malzeme	KULP ÇAYDANLIK 3 MM C007 (KUCUK)	150.06.C007.KUCUK
İlk madde ve malzeme	KULP ÇAYDANLIK 3 MM C007 (KUCUK)BAKIR	150.06.C007.KUCUK.BKR
İlk madde ve malzeme	KULP ÇAYDANLIK 3 MM C007 (KUCUK)GOLD	150.06.C007.KUCUK.GOLD
Ticari mal	KULP ÇAYDANLIK 3 MM C008 (BÜYÜK).GOLD	150.06.C008.BÜYÜK.GOLD
İlk madde ve malzeme	KULP ÇAYDANLIK 3 MM C008 (JUMBO)	150.06.C008.JUMBO
İlk madde ve malzeme	KULP ÇAYDANLIK 3 MM C008 (JUMBO)BAKIR	150.06.C008.JUMBO.BKR
İlk madde ve malzeme	KULP ÇAYDANLIK 3 MM C008 (JUMBO)GOLD	150.06.C008.JUMBO.GOLD
İlk madde ve malzeme	KULP ÇAYDANLIK 3 MM C008 (ORTA)	150.06.C008.ORTA
İlk madde ve malzeme	KULP ÇAYDANLIK 3 MM C008 (ORTA)BAKIR	150.06.C008.ORTA.BKR
İlk madde ve malzeme	KULP ÇAYDANLIK 3 MM C008 (ORTA)GOLD	150.06.C008.ORTA.GOLD
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C013 ORTA	150.06.C013.ORTA
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C014 BÜYÜK	150.06.C014.BUYUK
Ticari mal	KULP ÇAYDANLIK 7 MM C022 KÜÇÜK.BAKIR	150.06.C022.KCK.BKR
Ticari mal	KULP ÇAYDANLIK 7 MM C022 KÜÇÜK.GOLD	150.06.C022.KCK.GOLD
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C022 KÜÇÜK	150.06.C022.KUCUK
Ticari mal	KULP ÇAYDANLIK 7 MM C022 ORTA.BAKIR	150.06.C022.ORT.BKR
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C022 ORTA.GOLD	150.06.C022.ORT.GOLD
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C022 ORTA	150.06.C022.ORTA
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C023 BÜYÜK	150.06.C023.BUYUK
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C023 BÜYÜK.BAKIR	150.06.C023.BYK.BKR
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C023 BÜYÜK.GOLD	150.06.C023.BYK.GLD
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C023 JUMBO.BAKIR	150.06.C023.JMB.BKR
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C023 JUMBO.GOLD	150.06.C023.JMB.GLD
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C023 JUMBO	150.06.C023.JUMBO
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C028 KÜÇÜK BAKIR	150.06.C028.KCK.BKR
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C028 KÜÇÜK GOLD	150.06.C028.KCK.GOLD
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C028 KÜÇÜK	150.06.C028.KUCUK
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C028 ORTA	150.06.C028.ORTA
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C028 ORTA BAKIR	150.06.C028.ORTA.BKR
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C028 ORTA GOLD	150.06.C028.ORTA.GOLD
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C029 BÜYÜK	150.06.C029.BUYUK
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C029 BÜYÜK.BAKIR	150.06.C029.BYK.BKR
İlk madde ve malzeme	KULP ÇAYDANLIK 7 MM C029 BÜYÜK.GOLD	150.06.C029.BYK.GOLD
İlk madde ve malzeme	KULP ÇAYDANLIK 6 MM C032 BÜYÜK	150.06.C032.BUYUK
Ticari mal	KULP ÇAYDANLIK 6 MM C032 BÜYÜK.BAKIR	150.06.C032.BYK.BKR
Ticari mal	KULP ÇAYDANLIK 6 MM C032 BÜYÜK.GOLD	150.06.C032.BYK.GOLD
Ticari mal	KULP ÇAYDANLIK 6 MM C032 JUMBO.BAKIR	150.06.C032.JMB.BKR
Ticari mal	KULP ÇAYDANLIK 6 MM C032 JUMBO.GOLD	150.06.C032.JMB.GOLD
İlk madde ve malzeme	KULP ÇAYDANLIK 6 MM C032 JUMBO	150.06.C032.JUMBO
Ticari mal	KULP ÇAYDANLIK 6 MM C032 ORTA.BAKIR	150.06.C032.ORT.BKR
Ticari mal	KULP ÇAYDANLIK 6 MM C032 ORTA.GOLD	150.06.C032.ORT.GOLD
İlk madde ve malzeme	KULP ÇAYDANLIK 6 MM C032 ORTA	150.06.C032.ORTA
İlk madde ve malzeme	KULP ÇAYDANLIK  10MM EZMELİ  - C049	150.06.C049
İlk madde ve malzeme	KULP ÇAYDANLIK  10MM EZMELİ  - C050	150.06.C050
İlk madde ve malzeme	KULP ÇAYD. BAK. TAKIM(KULP+TEPE) C061 ELMA ŞEKERİ 	150.06.C061.ELM.Ş
İlk madde ve malzeme	KULP ÇAYD. BAK.TAKIM(KULP+TEPE) C061 KORKMAZ PEMB 	150.06.C061.K.PMB
İlk madde ve malzeme	KULP ÇAYD. BAK.TAKIM(KULP+TEPE) C061 METALİK MOR	150.06.C061.M.MOR
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099 BÜYÜK FLZ BAKIR	150.06.C099.01.BAKIR
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099 BÜYÜK BAZİK VİOLE	150.06.C099.01.BZK.VIOLE
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099  BÜYÜK ELMA ŞEKERİ	150.06.C099.01.E.SKR
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099 BÜYÜK KORKMAZ PEMBE	150.06.C099.01.K.PMB
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099 BÜYÜK MENTOL YEŞİLİ	150.06.C099.01.MENTOL
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099 BÜYÜK SAMANYOLU 	150.06.C099.01.SAMANYOLU
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099 BÜYÜK SOFTAÇ BAZİK KIRMIZI	150.06.C099.01.SOFT.B.KRM
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099 BÜYÜK SOFTAÇ OMS KREM	150.06.C099.01.SOFT.KREM
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099 BÜYÜK SOFTAÇ LACİVERT	150.06.C099.01.SOFT.LCV
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099 BÜYÜK SOFTAÇ MÜRDÜM	150.06.C099.01.SOFT.MURDU
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099 BÜYÜK SOFTAÇ NSC PEMBE	150.06.C099.01.SOFT.N.PMB
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099  BÜYÜK SOFTAÇ PROTON GRİ	150.06.C099.01.SOFT.P.GRİ
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099  BÜYÜK SOFTAÇ SİYAH	150.06.C099.01.SOFT.SIYAH
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099 KÜÇÜK FLZ.PORLAND BAKIRI	150.06.C099.02.BAKIR
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099 KÜÇÜK BAZİK VİOLE	150.06.C099.02.BZK.VIOLE
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099 KÜÇÜK ELMA ŞEKERİ	150.06.C099.02.E.SKR
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099 KÜÇÜK KORKMAZ PEMBE	150.06.C099.02.K.PMB
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099 KÜÇÜK MENTOL YEŞİLİ	150.06.C099.02.MENTOL
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099 KÜÇÜK SAMANYOLU	150.06.C099.02.SAMANYOLU
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099 KÜÇÜK SOFTAÇ BAZİK KIRMIZI	150.06.C099.02.SOFT.B.KRM
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099 KÜÇÜK SOFTAÇ OMS KREM	150.06.C099.02.SOFT.KREM
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099 KÜÇÜK SOFTAÇ LACİVERT	150.06.C099.02.SOFT.LCV
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099 KÜÇÜK SOFTAÇ MÜRDÜM	150.06.C099.02.SOFT.MURDU
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099 KÜÇÜK SOFTAÇ NSC PEMBE	150.06.C099.02.SOFT.N.PMB
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099 KÜÇÜK SOFTAÇ PROTON GRİ	150.06.C099.02.SOFT.P.GRİ
İlk madde ve malzeme	KULP ÇAYD BAKALİT C099 KÜÇÜK SOFTAÇ SİYAH	150.06.C099.02.SOFT.SIYAH
Ticari mal	KULP ÇAYDANLIK BAKLAVA BAZİK KIRMIZI	150.06.CAYD-B.KRM
İlk madde ve malzeme	KULP ÇAYDANLIK BAKLAVA (Büyük)	150.06.CAYD-B01
İlk madde ve malzeme	KULP ÇAYDANLIK BAKLAVA (Küçük)	150.06.CAYD-B02
İlk madde ve malzeme	KULP ÇAYDANLIK BASTON (Büyük)	150.06.CAYD-B11
İlk madde ve malzeme	KULP ÇAYDANLIK BASTON (Küçük)	150.06.CAYD-B12
İlk madde ve malzeme	KULP ÇAYDANLIK BASTON İNSÖRTLÜ (Küçük)	150.06.CAYD-B14
İlk madde ve malzeme	KULP ÇAYDANLIK BOYALI (Büyük)	150.06.CAYD-B21
İlk madde ve malzeme	KULP ÇAYDANLIK BOYALI (Küçük)	150.06.CAYD-B22
İlk madde ve malzeme	KULP ÇAYDANLIK BAKALİT (Büyük)	150.06.CAYD-B31
İlk madde ve malzeme	KULP ÇAYDANLIK BAKALİT (Büyük) KAPLAMA NSC PEMBE	150.06.CAYD-B31 PMB
İlk madde ve malzeme	KULP ÇAYDANLIK BAKALİT (Büyük)KAPLAMA	150.06.CAYD-B31.1
İlk madde ve malzeme	KULP ÇAYDANLIK BAKALİT (Büyük)KAPLAMA ELMA ŞEKERİ	150.06.CAYD-B31.1.E.S
Ticari mal	KULP ÇAYDANLIK BAKALİT (Büyük)KAPLAMA ELMA ŞEKERİ	150.06.CAYD-B31.1.E.Ş
İlk madde ve malzeme	KULP ÇAYDANLIK BAKALİT (Büyük)KAPLAMA KORKMAZPEMBE	150.06.CAYD-B31.1.K.P
İlk madde ve malzeme	KULP ÇAYDANLIK BAKALİT (Büyük)KAPLAMA METALİK MOR	150.06.CAYD-B31.1.M.M
İlk madde ve malzeme	KULP ÇAYDANLIK BAKALİT (Küçük)	150.06.CAYD-B32
İlk madde ve malzeme	KULP ÇAYDANLIK BAKALİT (Küçük)KAPLAMA	150.06.CAYD-B32.1
